Helység,Törzskörméret (cm),Megye,GPS adat,Mérés éve,Faj,"Megjegyzés, újabb mérés, nyomravezető",lat,lon
Gemenc,676,Bács-Kiskun,"46,09,38-18,50,44",2017,fekete nyár,"Badari Tibor, Csontos Péter; Bajához tartozik",46.160556,18.845556
Madocsa,675,Tolna,"46,38,43-18,56,03",2024,fekete nyár,Tarczal János (Madocsáért Környezetvédelmi és Kulturális Értékőrző Egyesület),46.645278,18.934167
Gemenc,675,Bács-Kiskun,"46,10,32-18,52,59*",2021,fekete nyár,,46.175556,18.883056
Gemenc,674,Tolna,"46,21,29-18,46,40",2014,fekete nyár,Elblinger Ferenc; rossz állapotban,46.358056,18.777778
Belegrád,673,Borsod-Abaúj-Zemplén,"48,05,12-20,57,09",2007,fehér nyár,Molnár Bence és Zoltán,48.086667,20.9525
Dunasziget,673,Győr-Moson-Sopron,"47,55,40-17,23,53",2013,fekete nyár,Szél Győző,47.927778,17.398056
Hódmezővásárhely,673,Csongrád,"46,24,18-20,12,52",2016,fekete nyár,,46.405,20.214444
Ercsi,673,Fejér,"47,10,06-18,52,19",2021,szürke nyár,Baranyai László; magasság: 34 m/2021,47.168333,18.871944
Algyő**,672,Csongrád,"46,23,08-20,12,25",2020,fehér nyár,,46.385556,20.206944
Alsóberecki,672,Borsod-Abaúj-Zemplén,"48,20,43-21,40,21",2024,fekete nyár,,48.345278,21.6725
Baracs,672,Fejér,"46,51,30-18,55,12",2025,fekete nyár,DrT,46.858333,18.92
Tiszaug,672,Bács-Kiskun,"46,51,06-20,01,37",2026,fekete nyár,"Balczó Tamás, Buzás Csobán",46.851667,20.026944
Dunapataj,672,Bács-Kiskun,"46,40,03-18,59,02",2018,fekete nyár,Szél Győző,46.6675,18.983889
Szekszárd,672,Tolna,"46,19,48-18,50,23",2010,fekete nyár,Elblinger Ferenc; 2023: kivágták,46.33,18.839722
Felsőszentmárton,672,Somogy,"45,50,16-17,42,07",2026,szürke nyár,többtörzsű,45.837778,17.701944
Gemenc,671,Bács-Kiskun,"46,11,02-18,54,51",2014,fekete nyár,Tóth Gábor,46.183889,18.914167
Szeged,670,Csongrád,"46,17,01-20,14,09",2020,fekete nyár,,46.283611,20.235833
Solt,670,Bács-Kiskun,"46,48,58-18,56,50",2021,fekete nyár,magasság: 41 m/2021,46.816111,18.947222
Szentes,670,Csongrád,"46,39,36-20,12,07",2025,fekete nyár,,46.66,20.201944
Barcs,670,Somogy,"45,57,04-17,25,38",2010,fekete nyár,Lukács Róbert,45.951111,17.427222
Szeged,669,Csongrád,"46,15,56-20,13,02",2024,fekete nyár,,46.265556,20.217222
Lórév,669,Pest,"47,06,55-18,53,16",2026,fekete nyár,Baranyai László,47.115278,18.887778
Mindszent,669,Csongrád,"46,31,57-20,09,53",2012,fekete nyár,Lestyán Csaba; 692/2017; 693/2020; 717/2025; magasság: 27 m/2025,46.5325,20.164722
Gemenc,669,Bács-Kiskun,"46,10,59-18,54,35",2014,fekete nyár,Tóth Gábor,46.183056,18.909722
Iváncsa,668,Fejér,"47,09,07-18,52,12",2021,fekete nyár,Baranyai László,47.151944,18.87
Gemenc,668,Tolna,"46,10,17-18,48,30",2012,fekete nyár,Elblinger Ferenc,46.171389,18.808333
Kunszentmárton,667,Jász-Nagykun-Szolnok,"46,49,19-20,14,53",2025,fekete nyár,"Balczó Tamás, Buzás Csobán",46.821944,20.248056
Hajós,667,Bács-Kiskun,"46,24,02-19,09,35",2019,fekete nyár,Elblinger Ferenc,46.400556,19.159722
Szekszárd,667,Tolna,"46,19,45-18,50,40",2010,fekete nyár,Elblinger Ferenc; 2023: kivágták,46.329167,18.844444
Algyő,667,Csongrád,"46,22,44-20,12,31",2020,fekete nyár,,46.378889,20.208611
Mindszent,667,Csongrád,"46,33,01-20,09,42",2025,fekete nyár,,46.550278,20.161667
Rákóczifalva,667,Jász-Nagykun-Szolnok,"47,04,09-20,11,09",2011,fekete nyár,"Drinóczi Gábor, Szél Győző",47.069167,20.185833
Gemenc,667,Bács-Kiskun,"46,15,22-18,54,36",2018,fekete nyár,"Elblinger Ferenc, Veránka-szigeten",46.256111,18.91
Parádfürdő,667,Heves,"47,55,26-20,03,42",2007,,,47.923889,20.061667
Ásványráró,667,Győr-Moson-Sopron,"47,48,27-17,33,52",2021,fekete nyár,Szél Győző,47.8075,17.564444
Rácalmás,667,Fejér,"46,59,54-18,56,54",2021,fekete nyár,Baranyai László,46.998333,18.948333
Csongrád,666,Csongrád,"46,39,40-20,11,26",2019,fekete nyár,"Olajos Sándor, Lestyán Csaba; magasság: 29 m/2019",46.661111,20.190556
Szigetvár,666,Baranya,"46,03,07-17,47,51",2009,fekete nyár,Lukács Róbert,46.051944,17.7975
Ásványráró,666,Győr-Moson-Sopron,"47,50,10-17,31,04",2021,fekete nyár,Szél Győző,47.836111,17.517778
Tiszabecs,666,Szabolcs-Szatmár-Bereg,"48,06,52-22,49,21",2009,fekete nyár,Barcánfalvi Péter,48.114444,22.8225
Sándorfalva,666,Csongrád,"46,24,02-20,11,26",2019,fekete nyár,,46.400556,20.190556
Vezseny,666,Jász-Nagykun-Szolnok,"47,02,36-20,15,14",2022,fekete nyár,Wilhelm Ákos,47.043333,20.253889
Tokaj,666,Borsod-Abaúj-Zemplén,"48,05,24-21,26,33",2017,fekete nyár,Zsiros Sándor,48.09,21.4425
Dunapataj,666,Bács-Kiskun,"46,39,44-18,58,56",2018,fekete nyár,Szél Győző,46.662222,18.982222
Barcs,665,Somogy,"45,56,29-17,21,23",2023,fekete nyár,Szél Győző,45.941389,17.356389
Bagamér,665,Hajdú-Bihar,"47,28,05-22,00,03",2007,fehér nyár,673/2016 - kérge egy része leesett,47.468056,22.000833
Algyő,665,Csongrád,"46,21,01-20,12,06",2023,fekete nyár,,46.350278,20.201667
Rákóczifalva,665,Jász-Nagykun-Szolnok,"47,04,09-20,11,09",2011,fekete nyár,"Drinóczi Gábor, Szél Győző",47.069167,20.185833
Himod,665,Győr-Moson-Sopron,"47,31,23-16,58,52",2018,fekete nyár,,47.523056,16.981111
Somogyvár,664,Somogy,"46,34,47-17,38,27",2007,fehér nyár,,46.579722,17.640833
Mezőberény,664,Békés,"46,51,55-21,03,54",2025,fekete nyár,Varga Zoltán; magasság: 32 m/2025,46.865278,21.065
Gemenc,664,Bács-Kiskun,"46,14,55-18,54,13",2018,fekete nyár,"Szutorcsik Dávid, Torma Zoltán, Elblinger Ferenc, Veránka-szigeten",46.248611,18.903611
Hódmezővásárhely,663,Csongrád,"46,27,21-20,12,59",2008,fekete nyár,727/2025jan,46.455833,20.216389
Hercegszántó (Karapancsa),662,Bács-Kiskun,"45,56,28-18,51,36",2009,fekete nyár,"Először magasn mérte, dudor felett. 760 cm/2017 tövénél mérve.",45.941111,18.86
Vejti,662,Baranya,"45,47,36-17,58,50",2016,fekete nyár,Lukács Róbert,45.793333,17.980556
Bakonykúti,662,Fejér,"47,14,38-18,11,52",2012,fekete nyár,Baranyai László,47.243889,18.197778
Gemenc,662,Tolna,"46,10,17-18,48,32",2012,fekete nyár,Elblinger Ferenc,46.171389,18.808889
Barcs,661,Somogy,"45,56,46-17,25,11",2012,fekete nyár,Zombori Zoltán,45.946111,17.419722
Szentes,661,Csongrád,"46,37,22-20,10,51",2025,fekete nyár,,46.622778,20.180833
Tahitótfalu,661,Pest,"47,48,37-19,03,59",2016,szürke nyár,Szél Győző,47.810278,19.066389
Dóc**,660,Csongrád,"46,28,45-20,11,43",2021,fekete nyár,,46.479167,20.195278
Szegvár,660,Csongrád,"46,34,49-20,08,58",2025,fekete nyár,,46.580278,20.149444
Gemenc,660,Bács-Kiskun,"46,10,32-18,52,51*",2021,fekete nyár,,46.175556,18.880833
Balatonboglár,660,Somogy,"46,46,11-17,37,34",2013,fekete nyár,Sólyom Attila,46.769722,17.626111
Szentes,660,Csongrád,"46,37,37-20,10,33",2022,fekete nyár,Egy alacsonyan kiágazó résszel együtt 957 cm/2022.,46.626944,20.175833
Tokaj,660,Borsod-Abaúj-Zemplén,"48,05,40-21,25,58",2017,fekete nyár,,48.094444,21.432778
Szentes,660,Csongrád,"46,37,54-20,11,09",2025,fekete nyár,,46.631667,20.185833
Barcs,660,Somogy,"45,57,13-17,25,30",2022,fekete nyár,Szél Győző,45.953611,17.425
Lipót,660,Győr-Moson-Sopron,"47,51,56-17,31,11",2013,fekete nyár,Szél Győző,47.865556,17.519722
Csongrád**,660,Csongrád,"46,40,33-20,12,46",2023,fekete nyár,1 m-en kétfelé ágazik.,46.675833,20.212778
Csongrád,660,Csongrád,"46,40,11-20,13,10",2023,fekete nyár,,46.669722,20.219444
Sándorfalva,660,Csongrád,"46,23,51-20,12,11",2002,fehér nyár,alacsonyan szétágazó; 2019: már nincsen meg,46.3975,20.203056
Lórév,660,Pest,"47,07,10-18,53,12",2015,fekete nyár,"Baranyai László; széthasadt, kis rész még áll",47.119444,18.886667
Madocsa,659,Tolna,"46,38,24-18,56,08",2024,fekete nyár,Tarczal János (Madocsáért Környezetvédelmi és Kulturális Értékőrző Egyesület),46.64,18.935556
Szegvár,659,Csongrád,"46,36,09-20,10,07",2025,fekete nyár,,46.6025,20.168611
Szentes**,659,Csongrád,"46,37,59-20,10,19",2023,fekete nyár,1 m-en háromfelé ágazik,46.633056,20.171944
Szegvár,658,Csongrád,"46,34,48-20,10,18",2007,fekete nyár,"Őze Péter; 700/2025 - még áll, de halott",46.58,20.171667
Mártély,658,Csongrád,"46,28,01-20,12,24",2025,fekete nyár,,46.466944,20.206667
Szentes,657,Csongrád,"46,37,29-20,10,36",2022,fekete nyár,,46.624722,20.176667
Sándorfalva,657,Csongrád,"46,23,54-20,12,07",2019,fekete nyár,magasság: 39 m/2019,46.398333,20.201944
Mindszent,657,Csongrád,"46,32,58-20,09,55",2025,fekete nyár,,46.549444,20.165278
Harta,657,Bács-Kiskun,"46,41,34-19,00,40",2018,fekete nyár,Szél Győző; magasság: 35 m/2018,46.692778,19.011111
Tököl,656,Pest,"47,19,27-18,56,53",2016,fekete nyár,Baranyai László,47.324167,18.948056
Barcs,656,Somogy,"45,57,09-17,26,53",2009,fekete nyár,"Szél Győző, magasság 33 m/2011; 710/2022",45.9525,17.448056
Gemenc,656,Bács-Kiskun,"46,11,01-18,55,15",2010,fekete nyár,Elblinger Ferenc; 676/2014,46.183611,18.920833
Csongrád,656,Csongrád,"46,42,52-20,09,45",2026,fekete nyár,,46.714444,20.1625
Kisköre,656,Heves,"47,28,32-20,30,21",2025,fekete nyár,Baranyai László,47.475556,20.505833
Lórév,655,Pest,"47,06,58-18,53,20",2026,fekete nyár,Baranyai László,47.116111,18.888889
Mezőberény,655,Békés,"46,50,26-21,06,16",2026,fekete nyár,Varga Zoltán,46.840556,21.104444
Babócsa,655,Somogy,"45,58,08-17,19,21",2006,fekete nyár,"Detrich Miklós, Kálsec Imre",45.968889,17.3225
Szentes,655,Csongrád,"46,39,30-20,11,58",2025,fekete nyár,,46.658333,20.199444
Tiszaug,655,Bács-Kiskun,"46,51,28-20,01,52",2026,fekete nyár,"Balczó Tamás, Buzás Csobán",46.857778,20.031111
Bakonykúti,655,Fejér,"47,14,39-18,11,54",2012,fekete nyár,Baranyai László,47.244167,18.198333
Barcs,655,Somogy,"45,57,01-17,22,38",2023,fekete nyár,Szél Győző,45.950278,17.377222
Kisköre,655,Heves,"47,28,33-20,30,21",2025,fekete nyár,Baranyai László,47.475833,20.505833
Algyő,654,Csongrád,"46,21,53-20,11,40",2020,fekete nyár,,46.364722,20.194444
Fenékpuszta,654,Zala,"46,42,32-17,15,11",2010,fehér nyár,,46.708889,17.253056
Szegvár,654,Csongrád,"46,34,57-20,09,49",2025,fekete nyár,,46.5825,20.163611
Szentes,654,Csongrád,"46,39,28-20,11,53",2025,fekete nyár,,46.657778,20.198056
Szentes,653,Csongrád,"46,39,26-20,11,44",2025,szürke nyár,"Kéttörzsű, 1,5 m-ig egyben van.",46.657222,20.195556
Hódmezővásárhely,653,Csongrád,"46,25,13-20,12,21",2019,fekete nyár,,46.420278,20.205833
Kisköre,653,Heves,"47,28,37-20,30,30",2025,fekete nyár,Baranyai László,47.476944,20.508333
Gemenc,652,Tolna,"46,17,15-18,51,47",2012,fekete nyár,Elblinger Ferenc,46.2875,18.863056
Dunapataj,652,Bács-Kiskun,"46,39,40-18,58,43",2018,fekete nyár,Szél Győző,46.661111,18.978611
Makád,652,Pest,"47,05,49-18,53,43",2026,fekete nyár,Baranyai László,47.096944,18.895278
Hercegszántó (Karapancsa),652,Bács-Kiskun,"45,56,15-18,52,50",2017,fekete nyár,"Torma Zoltánné, Torma Zoltán; magasság: 34 m/2017",45.9375,18.880556
Gemenc,652,Bács-Kiskun,"46,14,09-18,53,13",2011,fekete nyár,Elblinger Ferenc,46.235833,18.886944
Dóc,652,Csongrád,"46,28,44-20,11,42",2021,fekete nyár,,46.478889,20.195
Csongrád,651,Csongrád,"46,44,56-20,06,28",2026,fehér nyár,,46.748889,20.107778
Gemenc,651,Tolna,"46,18,06-18,53,12",2010,fekete nyár,"Elblinger Ferenc, Dombi Imre",46.301667,18.886667
Szekszárd,651,Tolna,"46,20,02-18,48,43",2009,fekete nyár,Elblinger Ferenc; 2023: kivágták,46.333889,18.811944
Dunaszentbenedek,651,Bács-Kiskun,"46,36,39-18,51,57",2020,fekete nyár,Baranyai László,46.610833,18.865833
Drávakeresztúr (Révfalu),651,Baranya,"45,49,36-17,45,36",2010,fekete nyár,Szél Győző,45.826667,17.76
Szentes,651,Csongrád,"46,38,38-20,11,27",2025,fekete nyár,,46.643889,20.190833
Baks,650,Csongrád,"46,32,58-20,09,19",2017,fekete nyár,Közvetlenül mellette egy 611 cm-es nyár.,46.549444,20.155278
Gemenc,650,Bács-Kiskun,"46,15,27-18,54,33",2018,szürke nyár,Elblinger Ferenc; Veránka-szigeten; magasság: 35 m/2018,46.2575,18.909167
Hódmezővásárhely**,650,Csongrád,"46,26,41-20,12,03",2025,fekete nyár,,46.444722,20.200833
Szegvár,650,Csongrád,"46,36,32-20,10,12",2025,fekete nyár,magasság: 38 m/2025,46.608889,20.17
Szeged,650,Csongrád,"46,15,45-20,12,48",2024,fekete nyár,,46.2625,20.213333
Baks,650,Csongrád,"46,33,44-20,08,10",2022,fekete nyár,,46.562222,20.136111
Nyalka,650,Győr-Moson-Sopron,"47,31,40-17,48,01",2019,nyárfa,"Komka Péter, Torma Zoltánné, Torma Zoltán; magasság: 32 m/2019",47.527778,17.800278
Gemenc,649,Tolna,"46,20,40-18,53,29",2011,fekete nyár,Elblinger Ferenc,46.344444,18.891389
Szelevény,648,Jász-Nagykun-Szolnok,"46,47,57-20,13,29",2025,fekete nyár,,46.799167,20.224722
Szegvár,648,Csongrád,"46,33,50-20,08,45",2025,fekete nyár,,46.563889,20.145833
Nagybajcs,648,Győr-Moson-Sopron,"47,46,12-17,41,25",2021,fekete nyár,Szél Győző,47.77,17.690278
Csongrád,648,Csongrád,"46,47,37-20,03,36",2023,fekete nyár,,46.793611,20.06
Zsana,648,Bács-Kiskun,"46,24,15-19,42,35",2020,fekete nyár,Bazsa Sándor; magasság: 26 m/2020,46.404167,19.709722
Gelse,647,Zala,"46,34,49-16,59,01",2018,fekete nyár,"Torma Zoltánné, Torma Zoltán",46.580278,16.983611
Köröstarcsa,647,Békés,"46,53,19-21,01,55",2008,fekete nyár,,46.888611,21.031944
Ugod,646,Veszprém,"47,18,55-17,41,24",2017,szürke nyár,Tóth Sándor; magasság: 33 m/2017,47.315278,17.69
Koppánymonostor,646,Komárom-Esztergom,"47,45,03-18,01,51",2021,fekete nyár,Szél Győző,47.750833,18.030833
Szentes,646,Csongrád,"46,37,06-20,10,47",2025,fekete nyár,,46.618333,20.179722
Szeged,645,Csongrád,"46,17,42-20,14,54",2019,fekete nyár,,46.295,20.248333
Koppánymonostor,645,Komárom-Esztergom,"47,45,06-18,02,00",2021,fekete nyár,Szél Győző,47.751667,18.033333
Barcs,645,Somogy,"45,56,35-17,21,34",2023,fekete nyár,Szél Győző,45.943056,17.359444
Baks,645,Csongrád,"46,33,46-20,08,29",2022,fekete nyár,,46.562778,20.141389
Gemenc,644,Tolna,"46,18,56-18,53,25",2010,fekete nyár,"Elblinger Ferenc, Dombi Imre",46.315556,18.890278
Vezseny,644,Jász-Nagykun-Szolnok,"47,02,43-20,15,03",2022,fekete nyár,Wilhelm Ákos; magasság: 40 m/2022,47.045278,20.250833
Szegvár,644,Csongrád,"46,36,10-20,10,06",2025,fekete nyár,,46.602778,20.168333
Szentes,644,Csongrád,"46,38,28-20,11,24",2025,fekete nyár,,46.641111,20.19
Békés,644,Békés,"46,48,08-21,08,06",2025,szürke nyár,Varga Zoltán; magasság: 29 m/2025,46.802222,21.135
Gemenc,644,Tolna,"46,10,22-18,49,23",2009,fekete nyár,Elblinger Ferenc,46.172778,18.823056
Kunszentmárton,643,Jász-Nagykun-Szolnok,"46,48,28-20,13,29",2025,fekete nyár,"Balczó Tamás, Buzás Csobán",46.807778,20.224722
Szentes,643,Csongrád,"46,42,52-20,11,37",2025,fekete nyár,,46.714444,20.193611
Ráckeve,643,Pest,"47,10,55-18,52,58",2019,fekete nyár,Baranyai László; magasság: 36 m/2019,47.181944,18.882778
Ásványráró,643,Győr-Moson-Sopron,"47,49,08-17,32,50",2021,fekete nyár,Szél Győző,47.818889,17.547222
Szekszárd,642,Tolna,"46,20,08-18,47,49",2009,fekete nyár,Elblinger Ferenc,46.335556,18.796944
Algyő,642,Csongrád,"46,20,35-20,13,13",2020,fekete nyár,130 cm-en egy ága elválik; hibrid nyár,46.343056,20.220278
Hódmezővásárhely,642,Csongrád,"46,25,55-20,11,55",2019,fekete nyár,magasság: 33 m/2019,46.431944,20.198611
Tét,642,Győr-Moson-Sopron,"47,33,58-17,27,44",2021,fekete nyár,,47.566111,17.462222
Hódmezővásárhely,642,Csongrád,"46,27,38-20,12,42",2008,fekete nyár,690/2025,46.460556,20.211667
Lórév,642,Pest,"47,06,56-18,53,16",2026,fekete nyár,Baranyai László,47.115556,18.887778
Gemenc,642,Tolna,"46,18,33-18,54,50",2015,fekete nyár,Barabás Tamás,46.309167,18.913889
Kunszentmárton,641,Jász-Nagykun-Szolnok,"46,48,33-20,13,38",2025,fekete nyár,"Balczó Tamás, Buzás Csobán",46.809167,20.227222
Kunszentmárton,641,Jász-Nagykun-Szolnok,"46,48,55-20,14,26",2025,fekete nyár,"Balczó Tamás, Buzás Csobán",46.815278,20.240556
Gemenc,641,Bács-Kiskun,"46,10,39-18,53,32",2012,fekete nyár,Elblinger Ferenc,46.1775,18.892222
Kisköre,641,Heves,"47,28,00-20,28,49",2025,fekete nyár,Szél Győző,47.466667,20.480278
Ercsi,641,Fejér,"47,10,59-18,52,26",2021,fekete nyár,Baranyai László,47.183056,18.873889
Hódmezővásárhely,641,Csongrád,"46,25,19-20,11,39",2016,fekete nyár,Három törzsből kettő összenőve.,46.421944,20.194167
Hódmezővásárhely,641,Csongrád,"46,26,40-20,13,13",2025,fekete nyár,,46.444444,20.220278
Csongrád,641,Csongrád,"46,43,23-20,08,29",2022,fekete nyár,,46.723056,20.141389
Szaporca,640,Baranya,"45,46,39-18,06,06",2025,fekete nyár,Torma Zoltán,45.7775,18.101667
Barcs/Kisbók,640,Somogy,"45,56,39-17,31,23",2009,szürke nyár,"Szél Győző, Gujzer Tibor; 679/2016",45.944167,17.523056
Gemenc,640,Tolna,"46,18,28-18,55,00",2011,fekete nyár,Elblinger Ferenc,46.307778,18.916667
Lipót,640,Győr-Moson-Sopron,"47,51,35-17,29,31",2013,fekete nyár,Szél Győző,47.859722,17.491944
Budapest,640,Pest,"47,33,12-19,04,00",2025,fekete nyár,"Szél Győző, Daniló Eszter; Baráth Miklós",47.553333,19.066667
Vejti,640,Baranya,"45,47,34-17,58,55",2024,fekete nyár,,45.792778,17.981944
Gemenc,640,Bács-Kiskun,"46,10,54-18,54,34",2014,fekete nyár,Lukács Róbert,46.181667,18.909444
Algyő,640,Csongrád,"46,21,12-20,11,49",2024,fekete nyár,,46.353333,20.196944
Csongrád,639,Csongrád,"46,43,03-20,10,21",2026,fekete nyár,,46.7175,20.1725
Lórév,639,Pest,"47,07,01-18,53,16",2015,fekete nyár,Baranyai László; 2026: kidőlt,47.116944,18.887778
Dóc,638,Csongrád,"46,27,43-20,12,20",2021,fekete nyár,,46.461944,20.205556
Ásványráró,638,Győr-Moson-Sopron,"47,49,10-17,32,48",2021,fekete nyár,Szél Győző,47.819444,17.546667
Szekszárd,638,Tolna,"46,20,11-18,47,24",2009,fekete nyár,Elblinger Ferenc.,46.336389,18.79
Drávakeresztúr (Révfalu),638,Baranya,"45,49,33-17,45,33",2010,fekete nyár,Szél Győző,45.825833,17.759167
Baks**,638,Csongrád,"46,29,38-20,10,55",2021,fekete nyár,,46.493889,20.181944
Dunapataj,638,Bács-Kiskun,"46,39,42-18,58,47",2018,fekete nyár,Szél Győző,46.661667,18.979722
Szőlősgyörök,638,Somogy,"46,42,51-17,40,15",2012,fehér nyár,Sólyom Attila; 649/2020; magasság: 37 m/2020,46.714167,17.670833
Dunakiliti,638,Győr-Moson-Sopron,"47,57,26-17,14,57",2021,fekete nyár,Szél Győző; alacsonyan elágazó résszel 893 cm,47.957222,17.249167
Dunapataj,638,Bács-Kiskun,"46,40,03-18,59,11",2018,fekete nyár,Szél Győző,46.6675,18.986389
Rum,637,Vas,"47,07,25-16,50,51",2006,fekete nyár,2018-ban már nincsen meg (Takács Márton),47.123611,16.8475
Bagamér,637,Hajdú-Bihar,"47,28,06-22,00,04",2007,fehér nyár,"629/2016 - kérge leesett, lábon áll, de halott",47.468333,22.001111
Dóc,637,Csongrád,"46,28,44-20,11,44",2021,fekete nyár,,46.478889,20.195556
Algyő,637,Csongrád,"46,18,42-20,14,11",2024,fekete nyár,négyes ikertörzs,46.311667,20.236389
Verőce,637,Pest,"47,49,03-19,03,35",2014,fekete nyár,Szél Győző,47.8175,19.059722
Békés,637,Békés,"46,50,12-21,06,30",2026,szürke nyár,Varga Zoltán,46.836667,21.108333
Dóc,636,Csongrád,"46,26,42-20,11,38",2021,fekete nyár,150 cm-en kétfelé ágazik.,46.445,20.193889
Békés,636,Békés,"46,48,46-21,06,48",2026,fekete nyár,Varga Zoltán,46.812778,21.113333
Gemenc,636,Bács-Kiskun,"46,11,00-18,55,01",2014,fekete nyár,Tóth Gábor,46.183333,18.916944
Gemenc,636,Bács-Kiskun,"46,11,39-18,53,15",2014,fekete nyár,,46.194167,18.8875
Csongrád**,636,Csongrád,"46,43,04-20,08,59",2026,fekete nyár,"jegenyenyár, többtörzsű",46.717778,20.149722
Mindszent,636,Csongrád,"46,33,19-20,09,21",2025,fekete nyár,,46.555278,20.155833
Sárvár,635,Vas,"47,14,26-16,55,31",2007,fekete nyár,,47.240556,16.925278
Gemenc,635,Tolna,"46,16,25-18,53,14",2017,fekete nyár,Elblinger Ferenc; magasság: 33 m/2017,46.273611,18.887222
Lórév,635,Pest,"47,07,09-18,53,13",2026,fekete nyár,Baranyai László,47.119167,18.886944
Algyő,635,Csongrád,"46,23,46-20,12,16",2024,fekete nyár,,46.396111,20.204444
Kehidakustány,635,Zala,"46,50,44-17,05,35",2005,fekete nyár,2020: csak a csonkja van meg.,46.845556,17.093056
Poroszló,634,Heves,"47,38,39-20,45,37",2026,fekete nyár,"Baranyai László, Baráth Miklós",47.644167,20.760278
Baks,634,Csongrád,"46,33,14-20,08,47",2022,fekete nyár,,46.553889,20.146389
Kerekegyháza,633,Bács-Kiskun,"46,57,16-19,27,24",2012,fekete nyár,"Lesti Szabolcs, Szél Győző; jegenyenyár",46.954444,19.456667
Szegvár,633,Csongrád,"46,34,49-20,10,23",2025,fekete nyár,,46.580278,20.173056
Vezseny,633,Jász-Nagykun-Szolnok,"47,02,35-20,15,34",2022,fekete nyár,Wilhelm Ákos,47.043056,20.259444
Szentes,633,Csongrád,"46,36,51-20,10,29",2025,fekete nyár,,46.614167,20.174722
Hódmezővásárhely,633,Csongrád,"46,24,22-20,12,01",2022,fekete nyár,,46.406111,20.200278
Kisköre,632,Heves,"47,28,01-20,28,53",2025,fekete nyár,Szél Győző,47.466944,20.481389
Hódmezővásárhely,632,Csongrád,"46,23,24-20,12,37",2024,fekete nyár,,46.39,20.210278
Hódmezővásárhely,632,Csongrád,"46,24,42-20,11,36",2016,fekete nyár,,46.411667,20.193333
Gemenc,632,Bács-Kiskun,"46,13,51-18,52,33",2018,fekete nyár,"Szutorcsik Dávid, Torma Zoltán, Elblinger Ferenc, Veránka-szigeten",46.230833,18.875833
Csányoszró,632,Baranya,"45,53,22-17,55,13",2020,fekete nyár,"Torma Zoltánné, Torma Zoltán",45.889444,17.920278
Barcs,632,Somogy,"45,56,38-17,24,43",2011,fekete nyár,Lukács Róbert,45.943889,17.411944
